,Title,overview,popularity,release_date,runtime,vote_average
2253,Warlords of the 21st Century,"It’s the 21st century, the Oil Wars have made a mess of the planet and the land outside major cities is lawless. After Hunter comes to the aid of Corlie, who has run away from the villainous Straker, he takes her to the peaceful community of Clearwater. Unfortunately for the citizens of Clearwater, Straker fully intends to get Corlie back.",0.815844,1982-01-01,91.0,4.2
2254,Wasted on the Young,"When a high school party goes dangerously off the rails, one teenager finds that revenge is just a computer click away.",1.948284,2010-06-13,97.0,5.3
2255,Wattstax,Wattstax is the 1973 documentary film about the Afro-American Woodstock concert held in Los Angeles seven years after the Watts riots. Director Mel Stuart mixes footage from the concert with footage of the living conditions in the current day Watts neighborhood. The film won the Golden Globe for Best Documentary Film.,1.832365,1973-02-04,98.0,7.8
2256,Wayne's World,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",10.180776,1992-02-14,94.0,6.5
2257,Wayne's World 2,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",10.931683,1993-12-10,95.0,5.8
2258,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,7.572144,2007-05-25,117.0,6.5
2259,We're No Angels,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,14.348459,1989-12-15,106.0,5.6
2260,We're No Angels,"Three convicts escape from prison on Devil's Island just before Christmas and arrive at a nearby French colonial town. They go to the store of the Ducotels, the only store that gives supplies on credit. They initially intend to take advantage of them but have a change of heart after they find the family is in financial troubles.",5.825214,1955-01-01,106.0,6.9
2261,Wedlock,A male prison escapee heads for his hidden loot electronically attached to a female prisoner.,2.059349,1991-05-10,101.0,5.7
2262,Wee Willie Winkie,"Priscilla Williams is a young girl traveling with her mother, Joyce, to join her paternal grandfather, a British army colonel, at the post he commands in northern India. Upon arrival, they witness the capture of Khoda Khan, leader of the rebel Indian faction. Priscilla plays at being a soldier and is even given a uniform and allowed to drill by the genial Sergeant MacDuff, but her gruff grandfather disapproves and insists she remain apart from the troops. She eventually charms him, along with everyone else on the post, including Khoda Khan, whom she wins over by returning a talisman he dropped. When the handsome Lieutenant Brandes deserts his post to take Joyce to a dance, Khan escapes and Brandes is arrested. As hostilities with the rebels mount, Priscilla and servant Mohammet Dihn --actually an Indian spy--take off for Khoda Khan's stronghold.",0.53802,1937-07-30,100.0,7.3
2263,Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,1989-07-05,97.0,6.4
2264,"Welcome Home, Roxy Carmichael","Movie star Roxy Carmichael is abandoning the bright lights of Hollywood, Calif. and returning to her small Ohio hometown -- at least long enough to dedicate a city building. And now the whole town of Clyde is bracing for Carmichael's return, most of all her now-married old flame Denton Webb and troubled teen Dinky Bossetti. An orphan with few friends, Dinky is convinced that Carmichael is her birth mother, and that the actress will reclaim her when she returns.",2.935552,1990-10-12,95.0,6.2
2265,Welcome to Woop Woop,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,0.569827,1998-08-13,106.0,6.4
2266,Westworld,"In a futuristic resort, wealthy patrons can visit recreations of different time periods and experience their wildest fantasies with life-like robots. But when Richard Benjamin opts for the wild west, he gets more than he bargained for when a gunslinger robot goes berserk.",6.529052,1973-10-22,88.0,6.7
2267,Wet Hot American Summer,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",6.386082,2001-07-27,97.0,6.4
2268,Whale Rider,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",11.040186,2003-01-30,101.0,7.1
2269,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",9.500497,2000-07-21,130.0,6.3
2270,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",9.963079,2000-12-15,127.0,6.1
2271,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",10.3919,1993-12-17,118.0,7.5
2272,What's New Pussycat?,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,2.705723,1965-06-22,108.0,6.0
2273,When Harry Met Sally...,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",8.34322,1989-07-21,96.0,7.3
2274,When Saturday Comes,"Jimmy Muir comes from a typical gritty, northern town where there are only two options: working down the pit or in a factory. But Jimmy has other ideas - he dreams of becoming a professional footballer. Confronted by a bitter and unsupportive father, hard drinking friends and a lifetime of bad habits...has Jimmy the will to achieve his ultimate goal?",7.26141,1996-03-01,95.0,5.3
2275,Where the Spies Are,No overview found.,0.406593,1966-01-26,110.0,4.3
2276,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",15.783615,1995-04-21,103.0,6.5
2277,White Lightning,An ex con teams up with federal agents to help them with breaking up a moonshine ring.,2.580493,1973-08-06,101.0,6.2
